ID,Cohort,ReferenceCoded,Reference,YearPublished,YearDataCollection,StudyType,Country,AgeMean,AgeRangeLower,AgeRangeUpper,OutcomeDefinitionLabel,Severity,Predictor,Predictor_clean,ReverseD,PredictorCoded,PredictorBroad,Test_dependency,Rcode,metaP_code,effectType,ratesControl,IncludeStudy,IncludeD,
245,Atakan,Bhattacharyya_CBD,"Atakan, Z., S. Bhattacharyya, P. Allen, R. Martin-Santos, J. A. Crippa, 2SJ Borgwardt, P. Fusar-Poli et al. ""Cannabis affects people differently: inter-subject variation in the psychotogenic effects of Δ9-tetrahydrocannabinol: a functional magnetic resonance imaging study with healthy volunteers."" Psychological medicine 43, no. 6 (2013): 1255-1267.",2013,NA,Experiment,UK,26.2,20,40,THC.PLE,psych_like,Reaction time to Go signals (Go/No-Go task),Reaction time to Go signals (Go/No-Go task),no,Other,Other,independent,"mes(atakan2013_TP_recT_mean, atakan2013_NP_recT_mean, atakan2013_TP_recT_SD, atakan2013_NP_recT_SD, atakan2013_TP_n, atakan2013_NP_n, dig=20)",pEstimate_atakan2013_TP_recT,cohen,,Yes,Yes,
246,Atakan,Bhattacharyya_CBD,"Atakan, Z., S. Bhattacharyya, P. Allen, R. Martin-Santos, J. A. Crippa, 2SJ Borgwardt, P. Fusar-Poli et al. ""Cannabis affects people differently: inter-subject variation in the psychotogenic effects of Δ9-tetrahydrocannabinol: a functional magnetic resonance imaging study with healthy volunteers."" Psychological medicine 43, no. 6 (2013): 1255-1267.",2013,NA,Experiment,UK,26.2,20,40,THC.PLE,psych_like,Reaction time to Oddball signals (Go/No-Go task),Reaction time to Oddball signals (Go/No-Go task),no,Other,Other,independent,"mes(atakan2013_TP_recT_Odd_mean, atakan2013_NP_recT_Odd_mean, atakan2013_TP_recT_Odd_SD, atakan2013_NP_recT_Odd_SD, atakan2013_TP_n, atakan2013_NP_n, dig=20)",pEstimate_atakan2013_TP_recT_Odd,cohen,,Yes,Yes,
247,Atakan,Bhattacharyya_CBD,"Atakan, Z., S. Bhattacharyya, P. Allen, R. Martin-Santos, J. A. Crippa, 2SJ Borgwardt, P. Fusar-Poli et al. ""Cannabis affects people differently: inter-subject variation in the psychotogenic effects of Δ9-tetrahydrocannabinol: a functional magnetic resonance imaging study with healthy volunteers."" Psychological medicine 43, no. 6 (2013): 1255-1267.",2013,NA,Experiment,UK,26.2,20,40,THC.PLE,psych_like,Inhibition error  (Go/No-Go task),Inhibition error  (Go/No-Go task),no,Other,Other,independent,"mes(atakan2013_TP_impulse_mean, atakan2013_NP_impulse_mean, atakan2013_TP_impulse_SD, atakan2013_NP_impulse_SD, atakan2013_TP_n, atakan2013_NP_n, dig=20)",pEstimate_atakan2013_TP_impulse,cohen,,Yes,Yes,
248,Atakan,Bhattacharyya_CBD,"Atakan, Z., S. Bhattacharyya, P. Allen, R. Martin-Santos, J. A. Crippa, 2SJ Borgwardt, P. Fusar-Poli et al. ""Cannabis affects people differently: inter-subject variation in the psychotogenic effects of Δ9-tetrahydrocannabinol: a functional magnetic resonance imaging study with healthy volunteers."" Psychological medicine 43, no. 6 (2013): 1255-1267.",2013,NA,Experiment,UK,26.2,20,40,THC.PLE,psych_like,Heart rate prior THC administration,Heart rate prior THC administration,no,Other,Other,independent,"pes(pValueNS_allStudies, atakan2013_TP_n, atakan2013_NP_n, dig=20) ",pEstimate_atakan2013_TP_baselinePLC_heartRate,cohen,,Yes,Yes,
249,Atakan,Bhattacharyya_CBD,"Atakan, Z., S. Bhattacharyya, P. Allen, R. Martin-Santos, J. A. Crippa, 2SJ Borgwardt, P. Fusar-Poli et al. ""Cannabis affects people differently: inter-subject variation in the psychotogenic effects of Δ9-tetrahydrocannabinol: a functional magnetic resonance imaging study with healthy volunteers."" Psychological medicine 43, no. 6 (2013): 1255-1267.",2013,NA,Experiment,UK,26.2,20,40,THC.PLE,psych_like,Attenuated activation in right middle temporal gyrus,Attenuated activation in right middle temporal gyrus,no,Other,Other,independent,"pes(0.00069, atakan2013_TP_n, atakan2013_NP_n, dig=20) ",pEstimate_atakan2013_TP_MTG_activation,cohen,,Yes,Yes,
250,Atakan,Bhattacharyya_CBD,"Atakan, Z., S. Bhattacharyya, P. Allen, R. Martin-Santos, J. A. Crippa, 2SJ Borgwardt, P. Fusar-Poli et al. ""Cannabis affects people differently: inter-subject variation in the psychotogenic effects of Δ9-tetrahydrocannabinol: a functional magnetic resonance imaging study with healthy volunteers."" Psychological medicine 43, no. 6 (2013): 1255-1267.",2013,NA,Experiment,UK,26.2,20,40,THC.PLE,psych_like,Attenuated activation in the cerebellum,Attenuated activation in the cerebellum,no,Other,Other,independent,"pes(0.0049, atakan2013_TP_n, atakan2013_NP_n, dig=20) ",pEstimate_atakan2013_TP_cerebellum_activation,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
252,Bloomfield,Morgan_Curran_MRC,"Bloomfield, Michael AP, Celia JA Morgan, Alice Egerton, Shitij Kapur, H. Valerie Curran, and Oliver D. Howes. ""Dopaminergic function in cannabis users and its relationship to cannabis-induced psychotic symptoms."" Biological psychiatry 75, no. 6 (2014): 470-478.",2014,NA,QuasiExperimental,UK,21.55,18,NA,THC.PLE,psych_like,Dopaminergic function (dopamine synthesis capacity),Dopaminergic function,no,Dopaminergic function,Neurotransmission,independent,"res(bloomberg_dop_synthesis_psych_r, n=bloomberg_dop_synthesis_can_user, dig=20)",pEstimate_bloomberg_dop_synthesis_psych,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
254,Radhakrishnan,DSouza_2,"Radhakrishnan, Rajiv, Patrick D. Skosnik, Jose Cortes-Briones, R. Andrew Sewell, Michelle Carbuto, Ashley Schnakenberg, John Cahill et al. ""GABA deficits enhance the psychotomimetic effects of Δ 9-THC."" Neuropsychopharmacology 40, no. 8 (2015): 2047-2056.",2015,NA,Experiment,US,25.44,NA,NA,THC.PLE,psych_like,Single dose IV (0mg vs 0.015 mg/kg THC),Single dose IV (0.015 mg/kg THC),no,SingleDose,CannabisDynamics,dependent,extract_radhakrishnan_singledose_THC,pEstimate_radhakrishnan_singledose_THC,cohen,,No,No,
255,Radhakrishnan,DSouza_2,"Radhakrishnan, Rajiv, Patrick D. Skosnik, Jose Cortes-Briones, R. Andrew Sewell, Michelle Carbuto, Ashley Schnakenberg, John Cahill et al. ""GABA deficits enhance the psychotomimetic effects of Δ 9-THC."" Neuropsychopharmacology 40, no. 8 (2015): 2047-2056.",2015,NA,Experiment,US,25.44,NA,NA,THC.PLE,psych_like,GABAergic function,GABAergic function,yes,GABAergic function,Neurotransmission,dependent,extract_radhakrishnan_THC_IOM,pEstimate_radhakrishnan_THC_IOM,cohen,,Yes,Yes,
256,Radhakrishnan,DSouza_2,"Radhakrishnan, Rajiv, Patrick D. Skosnik, Jose Cortes-Briones, R. Andrew Sewell, Michelle Carbuto, Ashley Schnakenberg, John Cahill et al. ""GABA deficits enhance the psychotomimetic effects of Δ 9-THC."" Neuropsychopharmacology 40, no. 8 (2015): 2047-2056.",2015,NA,Experiment,US,25.44,NA,NA,THC.PLE,psych_like,Event-related potentials (P300a amplitude) while under the influence of THC,ERP,no,Other,Other,independent,"res(radhakrishnan_PANSS_pos_THC_P300a_r, n=radhakrishnan_PANSS_pos_THC_P300a_n, dig=20)",pEstimate_radhakrishnan_PANSS_pos_THC_P300a,cohen,,Yes,Yes,
257,Radhakrishnan,DSouza_2,"Radhakrishnan, Rajiv, Patrick D. Skosnik, Jose Cortes-Briones, R. Andrew Sewell, Michelle Carbuto, Ashley Schnakenberg, John Cahill et al. ""GABA deficits enhance the psychotomimetic effects of Δ 9-THC."" Neuropsychopharmacology 40, no. 8 (2015): 2047-2056.",2015,NA,Experiment,US,25.44,NA,NA,THC.PLE,psych_like,Event-related potentials (P300b amplitude) while under the influence of THC,ERP,no,Other,Other,independent,"res(radhakrishnan_PANSS_pos_THC_P300b_r, n=radhakrishnan_PANSS_pos_THC_P300b_n, dig=20)",pEstimate_radhakrishnan_PANSS_pos_THC_P300b,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
259,Morrison,Morrison_2.25mg,"Morrison, P. D., V. Zois, D. A. McKeown, T. D. Lee, D. W. Holt, J. F. Powell, S. Kapur, and R. M. Murray. ""The acute effects of synthetic intravenous Δ 9-tetrahydrocannabinol on psychosis, mood and cognitive functioning."" Psychological medicine 39, no. 10 (2009): 1607-1616.",2009,NA,Experiment,UK,28,21,50,THC.PLE,psych_like,Single dose IV (0mg vs. 2.5 mg THC),Single dose IV (2.5 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_morrison_placebo_PANSS_pos,pEstimate_morrison_placebo_PANSS_pos,cohen,,Yes,Yes,
260,Morrison,Morrison_2.25mg,"Morrison, P. D., V. Zois, D. A. McKeown, T. D. Lee, D. W. Holt, J. F. Powell, S. Kapur, and R. M. Murray. ""The acute effects of synthetic intravenous Δ 9-tetrahydrocannabinol on psychosis, mood and cognitive functioning."" Psychological medicine 39, no. 10 (2009): 1607-1616.",2009,NA,Experiment,UK,28,21,50,THC.PLE,psych_like,Single dose IV (0mg vs. 2.5 mg THC),Single dose IV (2.5 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_morrison_placebo_CAPE_pos,pEstimate_morrison_placebo_CAPE_pos,cohen,,Yes,Yes,
261,Morrison,Morrison_2.25mg,"Morrison, P. D., V. Zois, D. A. McKeown, T. D. Lee, D. W. Holt, J. F. Powell, S. Kapur, and R. M. Murray. ""The acute effects of synthetic intravenous Δ 9-tetrahydrocannabinol on psychosis, mood and cognitive functioning."" Psychological medicine 39, no. 10 (2009): 1607-1616.",2009,NA,Experiment,UK,28,21,50,High.PLE,psych_like,FrequencyCannabisUse,Cannabis in system (high),no,Tolerance,Excluded,independent,"res(morrison_placebo_PANSS_pos_THC_frequency_r, n=n_morrison_2.5mgTHC_PANSS_pos, dig=20) ",pEstimate_morrison_placebo_PANSS_pos_THC_frequency,cohen,,no,no,
,,,,,,,,,,,,,,,,,,,,,,,,,
263,Liem-Moolenaar,Liem-Moolenaar,"Liem-Moolenaar, Marieke, Erik T. te Beek, Marieke L. de Kam, Kari L. Franson, René S. Kahn, Ron Hijman, Daan Touw, and J. MA van Gerven. ""Central nervous system effects of haloperidol on THC in healthy male volunteers."" Journal of psychopharmacology 24, no. 11 (2010): 1697-1708.",2010,2007-2008,Experiment,Netherlands,NA,18,38,THC.PLE,psych_like,Single dose intrapulmonary (0mg vs. 2 mg THC),Single dose IP (2 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_liem_2mgTHC_PANSS_pos,pEstimate_liem_2mgTHC_PANSS_pos,cohen,,Yes,Yes,
264,Liem-Moolenaar,Liem-Moolenaar,"Liem-Moolenaar, Marieke, Erik T. te Beek, Marieke L. de Kam, Kari L. Franson, René S. Kahn, Ron Hijman, Daan Touw, and J. MA van Gerven. ""Central nervous system effects of haloperidol on THC in healthy male volunteers."" Journal of psychopharmacology 24, no. 11 (2010): 1697-1708.",2010,2007-2008,Experiment,Netherlands,NA,18,38,THC.PLE,psych_like,Single dose intrapulmonary (0mg vs. 4 mg THC),Single dose IP (4 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_liem_4mgTHC_PANSS_pos,pEstimate_liem_4mgTHC_PANSS_pos,cohen,,Yes,Yes,
265,Liem-Moolenaar,Liem-Moolenaar,"Liem-Moolenaar, Marieke, Erik T. te Beek, Marieke L. de Kam, Kari L. Franson, René S. Kahn, Ron Hijman, Daan Touw, and J. MA van Gerven. ""Central nervous system effects of haloperidol on THC in healthy male volunteers."" Journal of psychopharmacology 24, no. 11 (2010): 1697-1708.",2010,2007-2008,Experiment,Netherlands,NA,18,38,THC.PLE,psych_like,Single dose intrapulmonary (0mg vs. 6 mg THC),Single dose IP (6 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_liem_6mgTHC_PANSS_pos,pEstimate_liem_6mgTHC_PANSS_pos,cohen,,Yes,Yes,
266,Liem-Moolenaar,Liem-Moolenaar,"Liem-Moolenaar, Marieke, Erik T. te Beek, Marieke L. de Kam, Kari L. Franson, René S. Kahn, Ron Hijman, Daan Touw, and J. MA van Gerven. ""Central nervous system effects of haloperidol on THC in healthy male volunteers."" Journal of psychopharmacology 24, no. 11 (2010): 1697-1708.",2010,2007-2008,Experiment,Netherlands,NA,18,38,THC.PLE,psych_like,"D2 blocker (pretreatment with dopaminergic antagonist, haloperidol)",Dopaminergic function,no,Dopaminergic function,Neurotransmission,dependent,"pes(p=liem_PANSS_pos_THC_vs_haloperidol_p, n.1=n_effective_liem_PANSS_pos/2, n.2=n_effective_liem_PANSS_pos/2, dig=20)",pEstimate_liem_PANSS_pos_THC_vs_haloperidol,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
268,Stokes,Stokes,"Stokes, Paul RA, Mitul A. Mehta, H. Valerie Curran, Gerome Breen, and Paul M. Grasby. ""Can recreational doses of THC produce significant dopamine release in the human striatum?."" Neuroimage 48, no. 1 (2009): 186-190.",2009,NA,Experiment,UK,33,NA,NA,THC.PLE,psych_like,Single dose oral (0mg vs. 10 mg THC),Single dose oral (10 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_stoke_10mgTHC_PSI_tot,pEstimate_stoke_10mgTHC_PSI_tot,cohen,,Yes,Yes,
269,Stokes,Stokes,"Stokes, Paul RA, Mitul A. Mehta, H. Valerie Curran, Gerome Breen, and Paul M. Grasby. ""Can recreational doses of THC produce significant dopamine release in the human striatum?."" Neuroimage 48, no. 1 (2009): 186-190.",2009,NA,Experiment,UK,33,NA,NA,THC.DEL,psych_like,Single dose oral (0mg vs. 10 mg THC),Single dose oral (10 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_stoke_10mgTHC_PSI_delusion,pEstimate_stoke_10mgTHC_PSI_delusion,cohen,,Yes,Yes,
270,Stokes,Stokes,"Stokes, Paul RA, Mitul A. Mehta, H. Valerie Curran, Gerome Breen, and Paul M. Grasby. ""Can recreational doses of THC produce significant dopamine release in the human striatum?."" Neuroimage 48, no. 1 (2009): 186-190.",2009,NA,Experiment,UK,33,NA,NA,THC.PAR,psych_like,Single dose oral (0mg vs. 10 mg THC),Single dose oral (10 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_stoke_10mgTHC_PSI_paranoia,pEstimate_stoke_10mgTHC_PSI_paranoia,cohen,,Yes,Yes,
271,Stokes,Stokes,"Stokes, Paul RA, Mitul A. Mehta, H. Valerie Curran, Gerome Breen, and Paul M. Grasby. ""Can recreational doses of THC produce significant dopamine release in the human striatum?."" Neuroimage 48, no. 1 (2009): 186-190.",2009,NA,Experiment,UK,33,NA,NA,THC.PLE,psych_like,THC plasma levels (10 mg oral THC),THC plasma levels (10 mg oral THC),no,THCplasmaLevel,CannabisDynamics,dependent,"pes(p=pValueNS_allStudies, n.1=n_effective_stoke_10mgTHC/2, n.2=n_effective_stoke_10mgTHC/2, dig=20)",pEstimate_stoke_10mgTHC_plasma,cohen,,Yes,Yes,
272,Stokes,Stokes,"Stokes, Paul RA, Mitul A. Mehta, H. Valerie Curran, Gerome Breen, and Paul M. Grasby. ""Can recreational doses of THC produce significant dopamine release in the human striatum?."" Neuroimage 48, no. 1 (2009): 186-190.",2009,NA,Experiment,UK,33,NA,NA,THC.DEL,psych_like,THC plasma levels (10 mg oral THC),THC plasma levels (10 mg oral THC),no,THCplasmaLevel,CannabisDynamics,dependent,"pes(p=pValueNS_allStudies, n.1=n_effective_stoke_10mgTHC/2, n.2=n_effective_stoke_10mgTHC/2, dig=20)",pEstimate_stoke_10mgTHC_plasma,cohen,,Yes,Yes,
273,Stokes,Stokes,"Stokes, Paul RA, Mitul A. Mehta, H. Valerie Curran, Gerome Breen, and Paul M. Grasby. ""Can recreational doses of THC produce significant dopamine release in the human striatum?."" Neuroimage 48, no. 1 (2009): 186-190.",2009,NA,Experiment,UK,33,NA,NA,THC.PAR,psych_like,THC plasma levels (10 mg oral THC),THC plasma levels (10 mg oral THC),no,THCplasmaLevel,CannabisDynamics,dependent,"pes(p=pValueNS_allStudies, n.1=n_effective_stoke_10mgTHC/2, n.2=n_effective_stoke_10mgTHC/2, dig=20)",pEstimate_stoke_10mgTHC_plasma,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
275,D'Souza,DSouza,"D’Souza, Deepak Cyril, Gabriel Braley, Rebecca Blaise, Michael Vendetti, Stephen Oliver, Brian Pittman, Mohini Ranganathan et al. ""Effects of haloperidol on the behavioral, subjective, cognitive, motor, and neuroendocrine effects of Δ-9-tetrahydrocannabinol in humans."" Psychopharmacology 198, no. 4 (2008): 587-603.",2008,NA,Experiment,US,24.89,18,55,THC.PLE,psych_like,Single dose IV THC (2mg) [in individuals with and without CUD],Single dose IV THC (2mg) [in individuals with and without CUD],no,SingleDose,CannabisDynamics,dependent,extract_dsouza2008_IV_THC_PANSS_pos,pEstimate_dsouza2008_IV_THC_PANSS_pos,cohen,,Yes,Yes,
276,D'Souza,DSouza,"D’Souza, Deepak Cyril, Gabriel Braley, Rebecca Blaise, Michael Vendetti, Stephen Oliver, Brian Pittman, Mohini Ranganathan et al. ""Effects of haloperidol on the behavioral, subjective, cognitive, motor, and neuroendocrine effects of Δ-9-tetrahydrocannabinol in humans."" Psychopharmacology 198, no. 4 (2008): 587-603.",2008,NA,Experiment,US,24.89,18,55,THC.PLE,psych_like,D2 blocker (haloperidol pretreatment),Dopaminergic function,yes,Dopaminergic function,Neurotransmission,dependent,extract_dsouza2008_haloperidol_PANSS_pos,pEstimate_dsouza2008_haloperidol_PANSS_pos,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
278,Freeman,Freeman,"Freeman, D., Dunn, G., Murray, R.M., Evans, N., Lister, R., Antley, A., Slater, M., Godlewska, B., Cornish, R., Williams, J. and Di Simplicio, M., 2015. How cannabis causes paranoia: using the intravenous administration of∆ 9-tetrahydrocannabinol (THC) to identify key cognitive mechanisms leading to paranoia. Schizophrenia bulletin, 41(2), pp.391-399.",2015,,Experiment,UK,30,21,50,THC.PAR,psych_like,Single dose IV (0mg vs. 1.5mg THC),Single dose IV (1.5mg THC),no,SingleDose,CannabisDynamics,independent,freeman_paranoia_1.5mgTHCExtracted,pEstimate_freeman_paranoia_1.5mgTHC,cohen,,Yes,Yes,
279,Freeman,Freeman,"Freeman, D., Dunn, G., Murray, R.M., Evans, N., Lister, R., Antley, A., Slater, M., Godlewska, B., Cornish, R., Williams, J. and Di Simplicio, M., 2015. How cannabis causes paranoia: using the intravenous administration of∆ 9-tetrahydrocannabinol (THC) to identify key cognitive mechanisms leading to paranoia. Schizophrenia bulletin, 41(2), pp.391-399.",2015,,Experiment,UK,30,21,50,THC.PAR,psych_like,Awareness training before THC administration,Awareness training,no,Other,Other,independent,freeman_paranoia_cogawareness_1.5mgTHCExtracted,pEstimate_freeman_paranoia_cogawareness_1.5mgTHC,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
281,Tunbridge,Freeman,"Tunbridge, Elizabeth M., Graham Dunn, Robin M. Murray, Nicole Evans, Rachel Lister, Katharina Stumpenhorst, Paul J. Harrison, Paul D. Morrison, and Daniel Freeman. ""Genetic moderation of the effects of cannabis: catechol-O-methyltransferase (COMT) affects the impact of Δ9-tetrahydrocannabinol (THC) on working memory performance but not on the occurrence of psychotic experiences."" Journal of psychopharmacology 29, no. 11 (2015): 1146-1151.",2015,,Experiment,UK,32,21,50,THC.PLE,psych_like,"COMT (rs4680, risk allele: G)","COMT (rs4680, risk allele: G)",no,COMT,CandidateGene,independent,extracted_tunbridge2015_COMT_CAPEpos,pEstimate_tunbridge2015_COMT_CAPEpos,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
283,Peters,Peters,"Peters, Bart D., Pelle de Koning, Peter Dingemans, Hiske Becker, Don H. Linszen, and Lieuwe de Haan. ""Subjective effects of cannabis before the first psychotic episode."" Australian and New Zealand Journal of Psychiatry 43, no. 12 (2009): 1155-1162.",2009,,Observational,Netherlands,22.8,18,28,Can.HAL,psych_like,Caseness (FEP vs healthy),Psychosis,no,PsychosisLiability,MentalHealthPersonality,independent,extract_peters_FEPvsHealthy_visualH,pEstimate_peters_FEPvsHealthy_visualH,cohen,,Yes,Yes,
